1,7,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,2,0,7,טבעת סטנדרטית (טבעת יהלום)
0,9,0,4,1,2,0,2,2,0,1,1,3,0,0,0,1,1,1,8,טבעת סטנדרטית (טבעת יהלום)
3,7,1,2,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,8,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
0,10,0,2,1,0,0,2,4,1,8,0,1,0,0,1,1,2,2,10,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
2,8,1,3,1,2,1,2,1,2,3,1,0,0,0,1,1,2,0,7,טבעת סטנדרטית (טבעת יהלום)
3,9,1,3,3,0,3,1,2,0,4,1,1,0,0,1,0,1,0,7,טבעת סטנדרטית (טבעת יהלום)
0,8,0,0,2,1,1,0,0,2,6,1,0,0,0,0,1,1,1,7,טבעת סטנדרטית (טבעת יהלום)
2,8,1,1,1,0,1,4,1,3,10,1,1,1,1,1,1,2,1,8,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
3,6,0,2,1,3,0,2,2,0,1,1,0,0,0,0,1,1,0,3,טבעת סטנדרטית (טבעת יהלום)
3,7,0,2,1,0,0,2,1,0,4,1,1,0,0,1,0,1,1,6,טבעת סטנדרטית (טבעת יהלום)
3,6,0,0,1,0,1,0,2,2,9,1,1,0,0,0,1,1,1,8,טבעת סטנדרטית (טבעת יהלום)
1,7,1,3,0,0,3,0,1,0,2,0,0,0,0,1,1,0,1,8,טבעת סטנדרטית (טבעת יהלום)
1,7,0,2,1,1,0,6,0,2,3,0,1,0,0,1,0,0,1,7,טבעת סטנדרטית (טבעת יהלום)
3,5,0,4,1,3,0,2,2,0,0,1,2,0,0,1,1,0,0,5,טבעת סטנדרטית (טבעת יהלום)
3,6,1,4,0,0,0,1,2,0,4,0,3,0,0,1,1,1,0,9,טבעת סטנדרטית (טבעת יהלום)
1,10,1,2,1,1,0,6,0,2,3,1,0,0,0,1,1,0,0,4,טבעת סטנדרטית (טבעת יהלום)
3,7,0,3,1,0,0,5,1,0,5,0,1,0,0,1,1,0,0,6,טבעת סטנדרטית (טבעת יהלום)
1,8,1,2,2,0,0,0,0,2,3,1,4,1,0,1,0,0,0,7,טבעת סטנדרטית (טבעת יהלום)
3,6,0,2,1,1,1,2,2,0,0,1,0,0,0,0,1,0,0,8,טבעת סטנדרטית (טבעת יהלום)
3,6,1,2,1,2,3,1,2,2,9,1,1,0,0,1,1,0,1,7,טבעת סטנדרטית (טבעת יהלום)
2,4,1,1,3,0,0,5,2,2,4,1,0,0,0,0,0,0,0,5,טבעת סטנדרטית (טבעת יהלום)
1,5,0,0,1,0,0,5,1,0,8,1,3,0,0,1,0,0,1,5,טבעת סטנדרטית (טבעת יהלום)
3,10,0,0,0,0,0,4,4,2,9,2,0,0,0,1,0,0,1,8,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
2,8,1,0,1,0,0,2,0,1,5,1,0,0,0,1,0,0,1,4,טבעת סטנדרטית (טבעת יהלום)
2,10,1,1,0,0,3,5,0,1,6,1,2,0,0,1,1,0,1,10,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
3,6,0,0,1,2,1,1,0,2,4,1,0,0,0,1,0,0,1,6,טבעת סטנדרטית (טבעת יהלום)
0,8,0,0,1,0,2,5,0,0,5,1,6,0,0,1,1,1,0,6,טבעת סטנדרטית (טבעת יהלום)
2,9,1,3,1,1,1,6,0,2,4,1,3,0,0,0,1,2,1,2,טבעת סטנדרטית (טבעת יהלום)
3,8,1,1,1,1,0,5,1,1,6,1,0,0,1,1,1,0,1,5,טבעת סטנדרטית (טבעת יהלום)
2,10,1,2,3,0,1,7,0,1,4,1,3,0,0,1,1,2,1,8,טבעת סטנדרטית (טבעת יהלום)
1,4,0,0,1,0,0,2,0,1,5,1,1,0,0,1,0,0,1,6,טבעת סטנדרטית (טבעת יהלום)
2,9,1,0,2,1,0,6,2,0,6,1,2,0,0,0,1,1,1,10,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
2,10,0,0,1,2,3,7,0,2,6,1,0,0,0,1,1,1,1,8,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
0,10,1,0,2,3,0,3,0,1,6,1,6,0,0,1,1,0,0,8,טבעת סטנדרטית (טבעת יהלום)
3,8,0,0,1,1,2,0,2,1,3,1,1,0,0,0,1,1,1,7,טבעת סטנדרטית (טבעת יהלום)
0,5,1,0,2,2,0,3,0,2,9,1,0,0,0,0,1,2,1,7,טבעת סטנדרטית (טבעת יהלום)
2,10,0,0,0,0,0,5,1,2,8,1,5,0,0,1,1,1,1,7,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
2,9,0,0,0,0,2,4,4,1,10,1,0,0,0,1,0,1,0,9,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
1,10,0,3,1,0,1,6,0,2,5,1,0,0,0,0,1,2,0,8,טבעת סטנדרטית (טבעת יהלום)
3,10,0,0,0,1,0,5,1,0,0,1,0,1,1,1,0,1,0,10,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
3,10,0,0,3,0,0,1,1,1,0,1,0,1,1,1,0,1,0,10,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
2,9,0,4,0,0,0,5,0,0,7,1,0,0,0,0,1,0,1,9,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
2,5,0,0,1,0,0,2,0,0,5,1,0,0,0,1,0,1,1,7,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
2,6,0,3,1,0,1,0,2,2,6,0,0,0,0,1,1,0,0,3,טבעת סטנדרטית (טבעת יהלום)
3,10,1,0,0,0,0,4,4,0,5,1,0,1,1,1,0,1,0,10,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
1,1,0,1,2,1,1,0,0,1,6,0,2,0,0,0,1,2,2,0,טבעת סטנדרטית (טבעת יהלום)
3,5,1,2,0,0,0,1,0,0,2,1,0,0,0,1,1,1,0,9,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
5,0,0,3,2,3,2,2,2,0,0,0,0,0,0,0,1,0,1,1,טבעת סטנדרטית (טבעת יהלום)
4,9,1,4,0,0,4,5,4,3,7,1,0,1,1,1,0,1,0,10,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
5,1,0,1,1,1,2,3,0,0,5,1,2,0,0,0,1,0,1,2,טבעת סטנדרטית (טבעת יהלום)
3,8,1,2,0,0,4,2,4,3,8,0,0,1,1,1,0,1,0,10,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
0,2,0,2,2,0,2,1,2,2,0,1,1,0,0,0,0,0,1,4,טבעת סטנדרטית (טבעת יהלום)
3,8,1,3,0,0,0,1,2,2,4,1,0,0,1,1,1,0,1,8,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
1,8,1,0,0,0,0,2,0,2,3,1,5,0,0,1,1,0,1,8,טבעת סטנדרטית (טבעת יהלום)
1,5,0,0,1,2,0,1,1,0,3,0,1,0,0,0,0,1,1,1,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
1,10,0,3,1,0,0,5,1,0,0,1,2,0,0,1,1,0,0,9,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
1,7,1,1,1,0,0,1,2,0,4,1,2,0,0,1,0,1,1,7,טבעת סטנדרטית (טבעת יהלום)
3,7,1,3,3,1,1,0,4,1,10,1,1,0,1,1,1,0,1,6,טבעת סטנדרטית (טבעת יהלום)
3,7,1,0,0,1,0,3,2,1,10,1,0,0,0,0,0,2,1,8,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
3,10,1,0,0,2,4,7,1,3,10,0,0,1,1,1,0,1,0,10,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
1,1,0,1,2,3,2,6,0,0,0,1,0,0,0,0,1,0,1,1,טבעת סטנדרטית (טבעת יהלום)
3,9,1,0,3,0,0,0,4,0,8,1,0,0,0,1,1,0,1,7,טבעת לא סטנדרטית (אבן ייחודית/ צורה ייחודית)
1,8,1,3,2,0,0,3,0,2,1,1,0,0,0,1,1,0,0,8,טבעת סטנדרטית (טבעת יהלום)
1,5,0,0,1,1,1,5,2,0,0,1,0,0,0,1,1,1,0,3,טבעת סטנדרטית (טבעת יהלום)

